,Intent,Query,Param
324,SEARCH,who sings jungle book i wanna be like you,NONE
325,SEARCH,tumhi ho bandhu sakha tumhi cast real name,NONE
326,PlayMusic,play some music by karl blau,karl blau
327,PlayMusic,use the service zvooq to play top-10 by artist coolio,zvooq top-10 coolio
328,GetWeather,what is the forecast starting at 8 pm for alaska,8 pm alaska
329,PlayMusic,play me track september gouden roos by artist daedelus,track september gouden roos daedelus
330,SEARCH,who killed sara in the arrow season 3,NONE
331,GetWeather,tell me the weather forecast for equatorial guinea,equatorial guinea
332,SEARCH,which is the only financial institutes to be awarded the nobel peace prize,NONE
333,SEARCH,who came up with the big five inventory,NONE
334,SEND_MESSAGE,message my mom and say eleven am,[SL:RECIPIENT 
335,SEARCH,who has the most followers on the instagram,NONE
336,SEND_MESSAGE,Ask mom what time does my sister's  party start,[SL:RECIPIENT 
337,SEARCH,when did metro pcs combined with t mobile,NONE
338,GetWeather,forecast for guatemala,guatemala
339,GetWeather,is it going to be foggy in box elder rhode island,foggy box elder rhode island
340,PlayMusic,open groove shark and play jason mizell,groove shark jason mizell
341,SEARCH,where did the bulls play before the united center,NONE
342,SEND_MESSAGE,ask joy to share photos with me,[SL:RECIPIENT joy ] to [SL:CONTENT_EXACT share photos with me ] 
343,GET_MESSAGE,Do I have a message from Dana on May 19th?,[SL:RECIPIENT I ] have a message from [SL:SENDER Dana ] [SL:DATE_TIME on May 19th ] ? 
344,GET_MESSAGE,Act Single have a message from Dana on Whitethorn nineteenth?,[SL:RECIPIENT I ] have a message from [SL:SENDER Dana ] [SL:DATE_TIME on May 19th ] ? 
345,PlayMusic,play a movement from the nineties,movement nineties
346,SEND_MESSAGE,Message Linda to meet me in the lobby bar at 6 pm,[SL:RECIPIENT Linda ] to [SL:CONTENT_EXACT meet me in the lobby bar at 6 pm ] 
347,SEND_MESSAGE,send message to Robert asking where he wants to meet,[SL:RECIPIENT Robert ] asking [SL:CONTENT_EXACT where he wants to meet ] 
348,GET_MESSAGE,Some new message on merengue thread?,[SL:GROUP merengue ] thread ? 
349,GET_MESSAGE,Some raw message on merengue thread?,[SL:GROUP merengue ] thread ? 
350,PlayMusic,play a song by david silveria from 2002 on zvooq,song david silveria 2002 zvooq
351,SEARCH,what does the state abbreviation mo stand for,NONE
352,SEND_MESSAGE,Let Kallies know that the bridge is under construction and she cannot pass,[SL:RECIPIENT Kallies ] know that [SL:CONTENT_EXACT the bridge is under construction and she cannot pass ] 
353,PlayMusic,can you play a top song from a chyi chin concerto,top song chyi chin concerto
354,GET_MESSAGE,what was my last message? To whom? And what was text?,[SL:ORDINAL last ] message ? To [SL:RECIPIENT whom ] ? And what was text ? 
355,GET_MESSAGE,what be my net message? To whom? And what was text?,[SL:ORDINAL last ] message ? To [SL:RECIPIENT whom ] ? And what was text ? 
356,PlayMusic,play water under the bridge by hariprasad chaurasia,water under the bridge hariprasad chaurasia
357,GetWeather,how will the weather be in bettles aruba on may the tenth 2026,bettles aruba may the tenth 2026
358,GET_MESSAGE,Did Mike text me today?,[SL:SENDER Mike ] text [SL:RECIPIENT me ] [SL:DATE_TIME today ] ? 
359,GET_MESSAGE,Did Mike text me today?,[SL:SENDER Mike ] text [SL:RECIPIENT me ] [SL:DATE_TIME today ] ? 
360,PlayMusic,play the top-5 songs from paddy reilly on zvooq,top-5 paddy reilly zvooq
361,SEARCH,what island is half greek and half turkish,NONE
362,PlayMusic,play some techno on lastfm,techno lastfm
363,SEND_MESSAGE,message my sister if she wants to meet for drinks downtown,[SL:RECIPIENT 
364,GetWeather,tell me the weather forecast for mokena,mokena
365,GetWeather,what is the weather forecast here one minute from now,here one minute from now
366,SEND_MESSAGE,send Eli a message that say happy birthday,[SL:RECIPIENT Eli ] a message that say [SL:CONTENT_EXACT happy birthday ] 
367,PlayMusic,i want to hear secrets on parade from tommy walter,secrets on parade tommy walter
368,GET_MESSAGE,Tuesday about 3 PM I got a message from accounting relay that to me,[SL:DATE_TIME Tuesday about 3 PM ] [SL:RECIPIENT I ] got a message from [SL:SENDER accounting ] relay that to me 
369,GET_MESSAGE,Tuesday astir terzetto PM One got a substance from accounting relay that to me,[SL:DATE_TIME Tuesday about 3 PM ] [SL:RECIPIENT I ] got a message from [SL:SENDER accounting ] relay that to me 
370,PlayMusic,play noctámbulo pl,noctámbulo
371,GET_MESSAGE,view chats,
372,GET_MESSAGE,view schmoose,
373,SEARCH,what grade was arnold from hey arnold in,NONE
374,GET_MESSAGE,Show messages in the Baking thread,[SL:GROUP Baking ] thread 
375,GET_MESSAGE,Show messages in the Baking screw thread,[SL:GROUP Baking ] thread 
376,SEND_MESSAGE,message kelsey and see if she wants to go to the party tomorrow,[SL:RECIPIENT kelsey ] and see if [SL:CONTENT_EXACT she wants to go to the party tomorrow ] 
377,PlayMusic,i d like to hear the last song fro willa ford,last song willa ford
378,SEARCH,where is the left anterior descending artery located,NONE
379,SEARCH,what is mercy mercy me by marvin gaye about,NONE
380,PlayMusic,use the service lastfm to play music by the artist ai kago,lastfm ai kago
381,GetWeather,will it be cloudy in guadeloupe next year,cloudy guadeloupe next year
382,SEND_MESSAGE,Let Scott know via text that I will be 15 min. late to the pool,[SL:RECIPIENT Scott ] know via text that [SL:CONTENT_EXACT I will be 15 min . late to the pool ] 
383,SEND_MESSAGE,Please make sure Monica knows that the tavern doesn't open until 5pm.,[SL:RECIPIENT Monica ] knows that [SL:CONTENT_EXACT the tavern doesn't open until 5 pm ] . 
384,GET_MESSAGE,Who texted me earlier today?,[SL:RECIPIENT me ] [SL:DATE_TIME earlier today ] ? 
385,GET_MESSAGE,Who texted maine earlier today?,[SL:RECIPIENT me ] [SL:DATE_TIME earlier today ] ? 
386,SEND_MESSAGE,Message Casey to say thank you,[SL:RECIPIENT Casey ] to say [SL:CONTENT_EXACT thank you ] 
387,SEARCH,where do they get the hair for a hair transplant,NONE
388,SEARCH,what size engine does a 2005 honda civic have,NONE
389,SEND_MESSAGE,let lisa know that bonnie's wine dinner is at harry's house at 7pm saturday,[SL:RECIPIENT lisa ] know that [SL:CONTENT_EXACT bonnie 's wine dinner is at harry 's house at 7 pm saturday ] 
390,PlayMusic,play some origa on google music,origa google music
391,SEND_MESSAGE,Tell Aunt Maria we are stuck in construction on I65 and will be delayed 45 minutes.,[SL:RECIPIENT 
392,GET_MESSAGE,Please start reading my chats.,
393,GET_MESSAGE,Please start reading my chat.,
394,SEND_MESSAGE,Send a message to Marilyn to meet me at the Surgery Center right away.,[SL:RECIPIENT Marilyn ] to [SL:CONTENT_EXACT meet me at the Surgery Center right away ] . 
395,SEND_MESSAGE,Contact my uncle and inform him that I'm broken down two miles north of home.,[SL:RECIPIENT 
396,PlayMusic,play a melody by hagigat rzayeva,melody hagigat rzayeva
397,PlayMusic,i want to hear nokko s songs from the twenties,nokko twenties
398,SEND_MESSAGE,Send a message to my aunt asking what day she is visiting,[SL:RECIPIENT 
399,PlayMusic,play some p j proby,p j proby
400,PlayMusic,play 1960 chant music by hermann baumann,1960 chant hermann baumann
401,SEND_MESSAGE,Message Missy and tell her it is BYOB.,[SL:RECIPIENT Missy ] and tell her [SL:CONTENT_EXACT it is BYOB ] . 
402,PlayMusic,play some chanson style music,chanson
403,GetWeather,will it be temperate in hybla valley tajikistan,temperate hybla valley tajikistan
404,PlayMusic,play symphony music from 1991 by irvin mayfield,symphony 1991 irvin mayfield
405,SEND_MESSAGE,send a message to Sharon to let her know I'll be there in five minutes,[SL:RECIPIENT Sharon ] to let her know [SL:CONTENT_EXACT I'll be there in five minutes ] 
406,SEND_MESSAGE,Let my friends know that I'll be away from Friday night until Monday morning,[SL:RECIPIENT 
407,GET_MESSAGE,Pull up yesterday's chat with the Woodworking Group,[SL:DATE_TIME yesterday ] 's chat with the [SL:GROUP Woodworking ] Group 
408,GET_MESSAGE,Clout up yesterday ' mho chat with the Woodwork Group,[SL:DATE_TIME yesterday ] 's chat with the [SL:GROUP Woodworking ] Group 
409,SEARCH,who is the actor that plays newt scamander,NONE
410,SEARCH,i only want to be with you tv theme song,NONE
411,PlayMusic,use deezer to play the last song from lee dorrian,deezer last song lee dorrian
412,GetWeather,what will the weather be ten minutes from now in canada,ten minutes from now canada
413,GET_MESSAGE,Show me any chat requests,
414,GET_MESSAGE,Show me any schmoose request,
415,SEARCH,who starred in the remake of true grit,NONE
416,SEARCH,what age do you have to be to buy cigarettes in california,NONE
417,SEARCH,what's the oldest ride at six flags,NONE
418,SEND_MESSAGE,Message John that the party museum event starts at noon.,[SL:RECIPIENT John ] that [SL:CONTENT_EXACT the party museum event starts at noon ] . 
419,SEARCH,winner of the women's royal rumble match,NONE
420,GET_MESSAGE,Have I missed any chats on Messenger lately?,[SL:RESOURCE Messenger ] lately ? 
421,GET_MESSAGE,Have 1 missed any schmoose on Courier lately?,[SL:RESOURCE Messenger ] lately ? 
422,SEARCH,when did rachel have her baby on friends,NONE
423,GetWeather,give me the forecast for feb eleventh 2034 far from alaska,feb eleventh 2034 far alaska
424,SEARCH,how old is jeannie from i dream of jeannie,NONE
425,GetWeather,is there a depression in solromar on december 7 2033,depression solromar december 7 2033
426,SEARCH,who is the coach of argentina national team,NONE
427,GetWeather,weather for 9/3/2034 at bridle trails state park,9/3/2034 bridle trails state park
428,PlayMusic,play steven reineke greatest soundtrack on youtube,steven reineke greatest soundtrack youtube
429,GetWeather,what will the weather be here at 07:08:00 am,here 07:08:00 am
430,PlayMusic,play music by christian bautista,christian bautista
431,PlayMusic,i want to hear some twenties music from billy sheehan,twenties billy sheehan
432,GetWeather,what is the weather like at emma wood state beach,emma wood state beach
433,SEARCH,which is the ring finger for male in india,NONE
434,SEND_MESSAGE,Message dad asking if I can borrow money,[SL:RECIPIENT 
435,SEARCH,who is the presiding officer of legislative council in india,NONE
436,GetWeather,what is the forecast for here and now,here now
437,GetWeather,what s the weather forecast for winnfield georgia,winnfield georgia
438,SEARCH,when does sam realize he is jim in ghost whisperer,NONE
439,GetWeather,what s the weather close to cambodia at 05:44:13,close cambodia 05:44:13
440,GetWeather,what s the weather far away in estonia,far estonia
441,PlayMusic,use netflix to play a record by emil gilels from year 2015,netflix record emil gilels 2015
442,SEND_MESSAGE,Send a message to my sister Debbie that the Yankee tickets go on sale this week.,[SL:RECIPIENT 
443,SEARCH,who plays christian in 50 shades of grey,NONE
444,PlayMusic,play some gangsta music,gangsta
445,SEARCH,where does sleeping freshmen never lie take place,NONE
446,GetWeather,what s the weather in the u s virgin islands,u s virgin islands
447,GET_MESSAGE,Did the ESC send me a text today,[SL:SENDER the ESC ] send [SL:RECIPIENT me ] a text [SL:DATE_TIME today ] 
448,GET_MESSAGE,Did the ESC send maine a text today,[SL:SENDER the ESC ] send [SL:RECIPIENT me ] a text [SL:DATE_TIME today ] 
449,SEARCH,who named all the animals in the world,NONE
450,SEARCH,when was the last 500 dollar bill printed,NONE
451,GET_MESSAGE,bring up my chats,
452,GET_MESSAGE,bring upward my schmoose,
453,SEND_MESSAGE,Message Chris if he is still going to the park tomorrow.,[SL:RECIPIENT Chris ] if [SL:CONTENT_EXACT he is still going to the park tomorrow ] . 
454,SEND_MESSAGE,ask dad if the door is open,[SL:RECIPIENT 
455,GetWeather,is there going to be any cloud cover today at mccracken in az,cloud today mccracken az
456,SEARCH,who played gino in a place to call home,NONE
457,GET_MESSAGE,begin chats,
458,GET_MESSAGE,begin chat,
459,PlayMusic,play henrie mutuku album from 1957,henrie mutuku album 1957
460,SEND_MESSAGE,message tyler and ask him when his next hockey game is,[SL:RECIPIENT tyler ] and ask him [SL:CONTENT_EXACT when his next hockey game is ] 
461,SEARCH,daoism is an ancient chinese philosophy that values,NONE
462,SEND_MESSAGE,Send that video to Reniya,[SL:TYPE_CONTENT video ] to [SL:RECIPIENT Reniya ] 
463,GetWeather,what is the weather forecast for colfax senegal on 1/1/2031,colfax senegal 1/1/2031
464,GET_MESSAGE,What are my latest messages?,[SL:ORDINAL latest ] messages ? 
465,GET_MESSAGE,What be my previous messages?,[SL:ORDINAL latest ] messages ? 
466,SEARCH,when was the last time mount ruapehu erupted,NONE
467,SEARCH,who has said that caste is a closed class,NONE
468,SEND_MESSAGE,Message Joan asking if she has my cookbook.,[SL:RECIPIENT Joan ] asking if [SL:CONTENT_EXACT she has my cookbook ] . 
469,SEARCH,who wrote shallow for a star is born,NONE
470,SEARCH,who won last year's grand national 2017,NONE
471,PlayMusic,play my acoustic covers playlist on spotify,acoustic covers spotify
472,GetWeather,will there be a blizzard at 2 am in my current place,blizzard 2 am current place
473,GET_MESSAGE,please launch chats,
474,GET_MESSAGE,please launch chats,
475,SEND_MESSAGE,Message Casey to ask what she would like for dinner,[SL:RECIPIENT Casey ] to ask [SL:CONTENT_EXACT what she would like for dinner ] 
476,SEND_MESSAGE,Message Reggie to ask him what time he will arrive.,[SL:RECIPIENT Reggie ] to ask him [SL:CONTENT_EXACT what time he will arrive ] . 
477,GetWeather,will it be chillier seven weeks from now in senegal,chillier seven weeks from now senegal
478,PlayMusic,play music from paul landers,paul landers
479,GET_MESSAGE,Open texts from the orchestra chat.,[SL:GROUP orchestra ] chat . 
480,GET_MESSAGE,Open schoolbook from the orchestra schmooze.,[SL:GROUP orchestra ] chat . 
481,SEND_MESSAGE,Send a message to my brother John that we will be in Vegas on the 9th.,[SL:RECIPIENT 
482,GET_MESSAGE,Has Kathy messaged me this week?,[SL:SENDER Kathy ] messaged [SL:RECIPIENT me ] [SL:DATE_TIME this week ] ? 
483,GET_MESSAGE,Has Kathy messaged pine tree state this calendar week?,[SL:SENDER Kathy ] messaged [SL:RECIPIENT me ] [SL:DATE_TIME this week ] ? 
484,SEARCH,who won her first tennis grand slam in 2018,NONE
485,SEARCH,cast of law & order special victim unit,NONE
486,GET_MESSAGE,Show the contact who texted me,[SL:RECIPIENT me ] 
487,GET_MESSAGE,Evidence the contact who texted me,[SL:RECIPIENT me ] 
488,PlayMusic,play me a song from voices & images,song voices & images
489,SEARCH,where does the pacific ocean and atlantic meet,NONE
490,GET_MESSAGE,Show incoming messages.,[SL:TAG_MESSAGE incoming ] messages . 
491,GET_MESSAGE,Display incoming messages.,[SL:TAG_MESSAGE incoming ] messages . 
492,SEARCH,when does iris west die in the flash,NONE
