,query,ExclamationMark,QuestionMark,countWords,countChars,how,when,where,what,whose,which,why,who,count am-is-are,count stop words,PERSON,ORG,GPE,DATE,count music common,count weather common,VRB,ADJ,NON,output
199,play some music from 2011 on lastfm,0,0,7,35,0,0,0,0,0,0,0,0,0,3,1,0,0,1,3,0,1,0,2,PlayMusic
200,what s the forecast for mt next week,0,0,8,36,0,0,0,1,0,0,0,0,1,4,0,0,0,1,0,2,1,2,2,GetWeather
201,whats the forecast for redby,0,0,5,28,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,3,GetWeather
202,play nineties,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,PlayMusic
203,will there be a blizzard in chapel point state park or in the same area,0,0,15,71,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,1,3,5,GetWeather
204,play victoria banks s album,0,0,5,27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,4,PlayMusic
205,will it be stormy in saint pierre and miquelon in the city of wenham,0,0,14,68,0,0,0,0,0,0,0,0,0,8,1,0,1,0,0,0,2,0,5,GetWeather
206,play khujo eighties track song,0,0,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,PlayMusic
207,play out from under from hurricane chris,0,0,7,40,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,2,PlayMusic
208,play noche de chicas playlist,0,0,5,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,PlayMusic
209,play some seventies songs from joseph genaro on google music,0,0,10,60,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,1,0,6,PlayMusic
210,what will the weather be in fl on 1/11/2030,0,0,9,43,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,1,1,0,2,GetWeather
211,play a keith richards album,0,0,5,27,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,3,PlayMusic
212,play a popular song by willie dixon on groove shark,0,0,10,51,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,1,1,5,PlayMusic
213,what will the weather be like on aug the 8th 2032 here,0,0,12,54,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,2,1,1,1,GetWeather
214,play iheart,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,PlayMusic
215,play some sonu niigaam from the fifties,0,0,7,39,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,1,1,2,PlayMusic
216,open lastfm and play hot lips page from the sixties,0,0,10,51,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,1,1,2,4,PlayMusic
217,what is the weather in the netherlands,0,0,7,38,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,1,1,0,2,GetWeather
218,what is the baotianman national nature reserve forecast,0,0,8,55,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,2,1,2,3,GetWeather
219,what is the weather forecast for sunset in bouvet island,0,0,10,56,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,2,1,0,5,GetWeather
220,play the top-ten soundtrack from kiara,0,0,6,38,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,2,PlayMusic
221,please play something that s freak folk on google music,0,0,10,55,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,3,1,4,PlayMusic
222,what will be the weather like close by kackley,0,0,9,46,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,2,1,1,2,GetWeather
223,use youtube to play music from dorothy ashby from the year 2002,0,0,12,63,0,0,0,0,0,0,0,0,0,4,2,0,0,1,4,0,1,1,5,PlayMusic
224,what will the weather be like at me current position in seventeen seconds,0,0,13,73,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,3,1,2,3,GetWeather
225,will it be hot in keachi,0,0,6,24,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,1,1,1,GetWeather
226,play some rap on pandora,0,0,5,24,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,2,PlayMusic
227,play the it could only happen with you album by lawrence,0,0,11,56,0,0,0,0,0,0,0,0,0,6,1,0,0,0,2,0,3,1,1,PlayMusic
228,will it get chillier in furano-ashibetsu prefectural natural park,0,0,9,65,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3,1,4,1,GetWeather
229,play the top jazz record from 1951,0,0,7,34,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1,1,2,PlayMusic
230,what will the weather be in worthington springs,0,0,8,47,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,1,1,1,2,GetWeather
231,play the album remember shakti – the believer,0,0,8,45,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,2,1,3,PlayMusic
232,play me something on last fm,0,0,6,28,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,1,2,PlayMusic
233,play play lodge by alkabli on lastfm,0,0,7,36,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,5,PlayMusic
234,play the best bruce ruffin music on youtube,0,0,8,43,0,0,0,0,0,0,0,0,0,2,1,0,1,0,3,0,1,1,4,PlayMusic
235,play a tune by layne staley,0,0,6,27,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,3,PlayMusic
236,tell me the weather for comertown,0,0,6,33,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,1,0,2,GetWeather
237,play a concerto top ten sort by lloyd,0,0,8,37,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,0,5,PlayMusic
238,how will the weather be in new mexico around 00:09:07 am,0,0,11,56,1,0,0,0,0,0,0,0,1,6,0,0,1,0,0,1,2,1,2,GetWeather
239,play by the sleepy lagoon by greg kurstin,0,0,8,41,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,5,PlayMusic
240,what s the weather in taiwan,0,0,6,28,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,1,0,2,GetWeather
241,is it freezing at jasmund national park,0,0,7,39,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,2,2,1,GetWeather
242,play some twenties chant music on slacker,0,0,7,41,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,3,PlayMusic
243,what is the forecast for west virginia will it be snowy,0,0,11,55,0,0,0,1,0,0,0,0,1,7,0,0,1,0,0,1,3,1,2,GetWeather
244,what will be the wind speed around pembina gorge state recreation area october the 27th,0,0,15,87,0,0,0,1,0,0,0,0,0,5,0,0,1,1,0,2,1,0,6,GetWeather
245,what s the weather forecast at sixteen in oklahoma,0,0,9,50,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,2,1,1,3,GetWeather
246,play my piano ballads playlist,0,0,5,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,2,PlayMusic
247,give me an album from 1972 to listen to,0,0,9,39,0,0,0,0,0,0,0,0,0,5,0,0,0,1,2,0,2,0,1,PlayMusic
248,play a 1969 ballad by beth nielsen chapman new first,0,0,10,52,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,2,2,3,PlayMusic
249,what is the cold forecast for our current position,0,0,9,50,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,3,1,2,2,GetWeather
250,play the next ep by video game pianist on netflix,0,0,10,49,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,1,1,2,4,PlayMusic
251,play glenn yarbrough tunes,0,0,4,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,PlayMusic
252,play sivamani,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,PlayMusic
253,tell me the weather forecast for june seventeenth 2034 in fl,0,0,11,60,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,3,1,1,4,GetWeather
254,is it chillier here,0,0,4,19,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,2,0,GetWeather
255,play a top fifty ballad by linda strawberry on google music,0,0,11,59,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,1,1,6,PlayMusic
256,open itunes and play kenny cox most popular concerto,0,0,9,52,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,4,3,PlayMusic
257,is it going to be hot in karthaus at 7 am,0,0,11,41,0,0,0,0,0,0,0,0,2,7,0,0,1,0,0,2,4,1,1,GetWeather
258,will it be overcast in luxembourg in fourteen seconds,0,0,9,53,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,2,1,2,GetWeather
259,what will be the weather like close by kackley,0,0,9,46,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,2,1,1,2,GetWeather
260,play randy castillo s music from 1952,0,0,7,37,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,2,2,PlayMusic
261,what s the weather forecast for my current spot in eight hours,0,0,12,62,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,3,1,1,4,GetWeather
262,will the weather be the same here in one week in the same area,0,0,14,62,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,3,1,3,3,GetWeather
263,what is the weather now in james city,0,0,8,37,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,1,1,1,3,GetWeather
264,is it going to be freezing in lolita,0,0,8,36,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,2,4,0,1,GetWeather
265,what s the weather in andorra,0,0,6,29,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,1,0,2,GetWeather
266,will it be hotter next month in south dakota,0,0,9,44,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,2,1,3,2,GetWeather
267,play rocket queen on itunes,0,0,5,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,4,PlayMusic
268,play the best music by arthur johnston,0,0,7,38,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,1,3,PlayMusic
269,play my melodious playlist,0,0,4,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,PlayMusic
270,tell me when it will be warmer in my current position,0,0,11,53,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,2,3,1,1,GetWeather
271,play addicted to you by hank ballard,0,0,7,36,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,2,0,2,PlayMusic
272,play sivamani,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,PlayMusic
273,i want to hear some twenties music off of deezer,0,0,10,48,0,0,0,0,0,0,0,0,0,5,0,1,0,0,5,0,2,0,4,PlayMusic
274,what is the weather close-by my current spot,0,0,8,44,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,2,1,2,2,GetWeather
275,can you play an ep from the year 1958,0,0,9,37,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,1,0,2,PlayMusic
276,play crazy=genius by the alchemist,0,0,5,34,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,PlayMusic
277,what will the weather be in port costa fm will it be foggy,0,0,13,58,0,0,0,1,0,0,0,0,0,8,0,0,1,0,0,1,2,1,4,GetWeather
278,is there snowfall in zec mitchinamecus at 13,0,0,8,44,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,3,GetWeather
279,when is sunrise in american samoa,0,0,6,33,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,2,1,GetWeather
280,will there be a lot of sun in dry prong somalia at 5 pm,0,0,14,55,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,1,2,5,GetWeather
281,what will the weather be like four seconds from now in south dakota,0,0,13,67,0,0,0,1,0,0,0,0,0,7,0,0,1,0,0,2,1,2,3,GetWeather
282,will it hail in rush valley denmark on 6/21/2035,0,0,9,48,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,1,1,2,GetWeather
283,play the top-fifty theme songs by dennis brown,0,0,8,46,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,1,4,PlayMusic
284,open lastfm and start playing whatever,0,0,6,38,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,2,PlayMusic
285,is it going to be windy here on nov 17,0,0,10,38,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,4,1,1,GetWeather
286,open deezer and play top 40 hits,0,0,7,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,2,2,PlayMusic
287,give me the weather forecast for the city of archie,0,0,10,51,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,1,0,4,GetWeather
288,i wish to enjoy some fifties music by johnny paycheck,0,0,10,53,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,2,1,4,PlayMusic
289,i want to hear a top-50 track from takahito eguchi on google music,0,0,13,66,0,0,0,0,0,0,0,0,0,5,0,1,0,0,5,0,2,2,5,PlayMusic
290,is there any predicted snowfall in 2 months in vandalia el salvador,0,0,12,67,0,0,0,0,0,0,0,0,1,5,0,0,2,1,0,0,2,1,4,GetWeather
291,play tad kinchla soundtrack,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,PlayMusic
292,play a new ballad by valy on iheart,0,0,8,35,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,1,1,3,PlayMusic
293,what s the weather 1 minute from now in mount nimba strict nature reserve,0,0,14,73,0,0,0,1,0,0,0,0,1,6,0,1,0,0,0,2,1,3,5,GetWeather
294,give me the weather forecast for lower lake on sep 21 2038,0,0,12,58,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,1,1,4,GetWeather
295,play a twenties soundtrack on youtube,0,0,6,37,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,2,0,2,PlayMusic
296,play stefon harris s song,0,0,5,25,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,1,3,PlayMusic
297,how is the weather going to be in pearblossom,0,0,9,45,1,0,0,0,0,0,0,0,1,6,0,0,1,0,0,2,3,0,2,GetWeather
298,show weather forcast here at 19,0,0,6,31,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,3,GetWeather
299,play me the new king curtis music on google music,0,0,10,49,0,0,0,0,0,0,0,0,0,3,0,1,0,0,4,0,1,1,5,PlayMusic
300,play music from 1977,0,0,4,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,PlayMusic
301,play a song from 2013,0,0,5,21,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1,0,1,PlayMusic
302,how s the weather going to be on jul 2 in whiteside,0,0,12,51,1,0,0,0,0,0,0,0,1,7,0,1,0,0,0,2,3,1,2,GetWeather
303,i would like to hear music from 1993,0,0,8,36,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,1,2,0,2,PlayMusic
304,what will the weather be in worthington springs,0,0,8,47,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,1,1,1,2,GetWeather
305,what is the weather like for fleischmanns lesotho 43 weeks from now,0,0,12,67,0,0,0,1,0,0,0,0,1,6,0,0,0,1,0,3,1,2,3,GetWeather
306,play music from jeremy taylor on the album dormi amore la situazione non è buona on groove shark,0,0,18,96,0,0,0,0,0,0,0,0,0,4,2,2,0,0,5,0,0,0,12,PlayMusic
307,play the top ten theme music from 1975 by tom baxter,0,0,11,52,0,0,0,0,0,0,0,0,0,3,1,0,0,1,3,0,1,1,5,PlayMusic
308,play the new timer by augustus pablo with itunes,0,0,9,48,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,1,1,4,PlayMusic
309,will it be overcast a month from now here,0,0,9,41,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,2,1,GetWeather
310,will there be rainfall faraway from uganda,0,0,7,42,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,1,2,2,GetWeather
311,play 1990 tunes on groove shark,0,0,6,31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,4,PlayMusic
312,what s the weather going to be in jun in burkina,0,0,11,48,0,0,0,1,0,0,0,0,1,7,0,0,1,0,0,2,3,0,3,GetWeather
313,this month will the sun be scorching in la,0,0,9,42,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,2,0,3,GetWeather
314,play music on the playlist electronic gaming,0,0,7,44,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,4,PlayMusic
315,weather for park narodowy kushiro-shitsugen,0,0,5,43,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,3,GetWeather
316,is the weather overcast here and now,0,0,7,36,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,1,2,2,GetWeather
317,what s the weather in swift river reservation,0,0,8,45,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,1,1,1,3,GetWeather
318,play the most popular song from chae yeon off of spotify,0,0,11,56,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,0,1,2,4,PlayMusic
319,play tomorrow,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,PlayMusic
320,check the weather for kenedy vanuatu for around nine am,0,0,10,55,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,1,2,0,3,GetWeather
321,what s the weather forecast for mi for august 20th,0,0,10,50,0,0,0,1,0,0,0,0,1,5,0,0,0,1,0,2,1,1,3,GetWeather
322,play some 2002 music,0,0,4,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,1,PlayMusic
323,play the greatest ballad from the seventies,0,0,7,43,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,1,1,2,PlayMusic
324,what s the weather forecast for 8 hours from now in cape verde,0,0,13,62,0,0,0,1,0,0,0,0,1,7,0,0,1,0,0,2,1,1,5,GetWeather
325,will it be cloudy one hour from now in my current position,0,0,12,58,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,1,3,2,GetWeather
326,what will the weather be in umatilla malta,0,0,8,42,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,1,1,1,2,GetWeather
327,what will the weather be in hillview,0,0,7,36,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,1,1,0,2,GetWeather
328,play some fourties music on zvooq,0,0,6,33,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,3,PlayMusic
329,find a top fifty zahir howaida concerto from the seventies,0,0,10,58,1,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,1,1,5,PlayMusic
330,weather for my nearby current location,0,0,6,38,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,2,GetWeather
331,on itunes play the latest anna yesipova ep,0,0,8,42,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,1,4,PlayMusic
332,play one way ticket by ray kennedy,0,0,7,34,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,4,PlayMusic
333,play the top 10 by sankha chatterjee,0,0,7,36,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,1,2,PlayMusic
334,what is the weather forecast in pinson south dakota,0,0,9,51,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,2,1,0,5,GetWeather
335,is there rain in afghanistan,0,0,5,28,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,2,GetWeather
336,is it forecast to be rainy in winchell mississippi,0,0,9,50,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,3,0,3,GetWeather
337,play used to love her by dara,0,0,7,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,2,PlayMusic
338,what is the current place forecast,0,0,6,34,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,2,1,1,2,GetWeather
339,what is the currituck national wildlife refuge forecast for chilly conditions,0,0,11,77,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,3,1,3,4,GetWeather
340,what is the fiji forecast for warm temps,0,0,8,40,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,2,1,1,3,GetWeather
341,play music from 2012 on netflix,0,0,6,31,0,0,0,0,0,0,0,0,0,2,0,1,0,1,3,0,0,0,3,PlayMusic
342,will there be rain today in greece,0,0,7,34,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,1,1,3,GetWeather
343,will it get colder in cape fair,0,0,7,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,1,2,GetWeather
344,can you give me the weather forecast in tajikistan,0,0,9,50,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,1,0,3,GetWeather
345,play a twenties concerto from roger taylor on deezer,0,0,9,52,0,0,0,0,0,0,0,0,0,3,1,1,0,0,3,0,2,1,3,PlayMusic
346,check the weather for around nine in south georgia and the south sandwich islands,0,0,14,81,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,1,3,3,GetWeather
347,listen to ballad songs from 1999,0,0,6,32,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1,0,2,PlayMusic
348,will it be hot in my current location this week,0,0,10,47,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,2,1,2,2,GetWeather
349,in khlong phraya wildlife sanctuary is there a cloud,0,0,9,52,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,1,3,3,GetWeather
350,play a 1994 tune by lena horne,0,0,7,30,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,1,2,PlayMusic
351,how much humidity in mancos,0,0,5,27,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,GetWeather
352,will it hail in 1 minute in toms river,0,0,9,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,3,GetWeather
353,will the sun come out today in houston,0,0,8,38,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,1,0,3,GetWeather
354,plya a tune by kancherla gopanna from 1951 on zvooq,0,0,10,51,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,0,1,0,4,PlayMusic
355,i need to know the forecast for two am in grand lake towne,0,0,13,58,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,1,3,1,4,GetWeather
356,forecast for israel,0,0,3,19,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,GetWeather
357,play groove shark,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,PlayMusic
358,play fey s album diamond head on zvooq,0,0,8,38,0,0,0,0,0,0,0,0,1,2,1,0,0,0,3,0,0,0,7,PlayMusic
359,what will the weather be like on feb sixth 2024 at blanco state park,0,0,14,68,0,0,0,1,0,0,0,0,0,6,0,1,0,1,0,4,1,1,5,GetWeather
360,what s the weather in springside nature reserve at four pm,0,0,11,58,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,2,1,1,4,GetWeather
361,can you play an ep from the year 1958,0,0,9,37,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,1,0,2,PlayMusic
362,play my hype playlist on youtube,0,0,6,32,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,1,2,PlayMusic
363,what s the forecast for my current spot,0,0,8,39,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,2,1,1,2,GetWeather
364,can you please give me the forecast for the dominica,0,0,10,52,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,2,0,2,GetWeather
365,play a 1977 record by bitty mclean on google music,0,0,10,50,0,0,0,0,0,0,0,0,0,3,0,1,0,1,3,0,1,1,4,PlayMusic
366,what s the forecast for north amityville,0,0,7,40,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,1,1,1,2,GetWeather
367,will it be hotter in my current place in six weeks from now,0,0,13,59,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,3,1,3,2,GetWeather
368,play music from 2002,0,0,4,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,PlayMusic
369,is it going to be hotter in d lo,0,0,9,32,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,2,3,0,3,GetWeather
370,want to hear a chant by nellie mckay from the year 2008,0,0,12,55,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,0,1,1,4,PlayMusic
371,play some rockwell from around 1996,0,0,6,35,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,0,1,PlayMusic
372,play a movement from 1974,0,0,5,25,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,1,PlayMusic
373,will it be even hotter 2 years from now in el jebel niger,0,0,13,57,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,1,1,3,4,GetWeather
374,lets hear some 2009 music,0,0,5,25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,2,PlayMusic
375,play marche lorraine by rachael lampa,0,0,6,37,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,PlayMusic
376,play the song two suns in the sunset by airi suzuki,0,0,11,51,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,0,1,0,5,PlayMusic
377,what is the weather of ludowici at 4 am,0,0,9,39,0,0,0,1,0,0,0,0,2,6,1,0,0,0,0,1,2,0,2,GetWeather
378,is it going to be hot in chrisman,0,0,8,33,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,2,3,1,1,GetWeather
379,play elastic love by junior marvin,0,0,6,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,3,PlayMusic
380,play me music by whip with zvooq,0,0,7,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,3,PlayMusic
381,play soem nineties charles thompson,0,0,5,35,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,4,PlayMusic
382,play justin broadrick s music on slacker,0,0,7,40,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,0,6,PlayMusic
383,how is faraway cloudy at 02:45 am in brumley,0,0,9,44,1,0,0,0,0,0,0,0,2,5,1,0,1,0,0,0,2,1,2,GetWeather
384,is it better in holi or here,0,0,7,28,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,1,2,1,GetWeather
385,what is the weather forecast for friona,0,0,7,39,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,2,1,0,3,GetWeather
386,play within you without you by distance on zvooq,0,0,9,48,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,3,PlayMusic
387,will the weather be temperate 22 minutes from now in alba,0,0,11,57,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,2,3,GetWeather
388,what s the humidity right now in aguila,0,0,8,39,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,0,1,2,2,GetWeather
389,i d like to listen to tom cochrane s 1990 ep on zvooq,0,0,13,53,0,0,0,0,0,0,0,0,1,6,1,0,0,1,2,1,3,1,4,PlayMusic
390,will it be warm at tembe elephant park on san jacinto day,0,0,12,57,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,2,2,1,5,GetWeather
391,will it hail in 1 second on riceboro delaware,0,0,9,45,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1,2,GetWeather
392,play some nineties eliza carthy,0,0,5,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,PlayMusic
393,i want to hear some psychedelic rock,0,0,7,36,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,2,1,2,PlayMusic
394,play the top ten theme music from 1975 by tom baxter,0,0,11,52,0,0,0,0,0,0,0,0,0,3,1,0,0,1,3,0,1,1,5,PlayMusic
395,can you play a song from the fourties by george martin,0,0,11,54,0,0,0,0,0,0,0,0,0,6,1,0,0,0,2,0,1,0,4,PlayMusic
396,tell me if it ll be snowy in coastal landscape park on october 2 2027,0,0,15,69,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,2,4,1,2,GetWeather
397,play a seventies ballad by annunzio paolo mantovani on groove shark,0,0,11,67,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3,0,2,1,5,PlayMusic
