,Intent,Query,Param1,Param2
169,GetWeather,check the forecast for natchaug state forest,O O O O B-geographic_poi I-geographic_poi I-geographic_poi,"B-geographic_poi(natchaug), I-geographic_poi(state), I-geographic_poi(forest),"
170,PlayMusic,play moustapha amar make it rain,O B-artist I-artist B-track I-track I-track,"B-artist(moustapha), I-artist(amar), B-track(make), I-track(it), I-track(rain),"
171,GetWeather,what s the weather going to be like at my current spot at 7 am,O O O O O O O O O O O B-current_location I-current_location O B-timeRange I-timeRange,"B-current_location(current), I-current_location(spot), B-timeRange(7), I-timeRange(am),"
172,GetWeather,what s the weather going to be like around lewis and clark trail sixteen hours from now,O O O O O O O O B-spatial_relation B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi B-timeRange I-timeRange I-timeRange I-timeRange,"B-spatial_relation(around), B-geographic_poi(lewis), I-geographic_poi(and), I-geographic_poi(clark), I-geographic_poi(trail), B-timeRange(sixteen), I-timeRange(hours), I-timeRange(from), I-timeRange(now),"
173,PlayMusic,play a ballad by owen pallett from the seventies on slacker,O O B-music_item O B-artist I-artist O O B-year O B-service,"B-music_item(ballad), B-artist(owen), I-artist(pallett), B-year(seventies), B-service(slacker),"
174,PlayMusic,play music from lastfm and deezer,O O O B-service O B-service,"B-service(lastfm), B-service(deezer),"
175,GetWeather,what s the weather forecast for my current position,O O O O O O O B-current_location I-current_location,"B-current_location(current), I-current_location(position),"
176,PlayMusic,play me something from the thirties by candi staton on vimeo,O O O O O B-year O B-artist I-artist O B-service,"B-year(thirties), B-artist(candi), I-artist(staton), B-service(vimeo),"
177,GetWeather,what is the weather like in the city of frewen in the country of venezuela,O O O O O O O O O B-city O O O O B-country,"B-city(frewen), B-country(venezuela),"
178,PlayMusic,play the newest sound track from the thirties,O O O B-sort B-music_item I-music_item O O B-year,"B-sort(newest), B-music_item(sound), I-music_item(track), B-year(thirties),"
179,PlayMusic,play the album everybody happy by lee aaron,O O B-music_item B-album I-album O B-artist I-artist,"B-music_item(album), B-album(everybody), I-album(happy), B-artist(lee), I-artist(aaron),"
180,GetWeather,i want the weather for saint martin next year,O O O O O B-country I-country B-timeRange I-timeRange,"B-country(saint), I-country(martin), B-timeRange(next), I-timeRange(year),"
181,PlayMusic,can you play the greatest songs by mauro picotto,O O O O O B-sort O O B-artist I-artist,"B-sort(greatest), B-artist(mauro), I-artist(picotto),"
182,PlayMusic,play me a song from luxury liner,O O O B-music_item O B-album I-album,"B-music_item(song), B-album(luxury), I-album(liner),"
183,GetWeather,is it supposed to hail in ny,O O O O B-condition_description O B-state,"B-condition_description(hail), B-state(ny),"
184,PlayMusic,play some don ho on netflix,O O B-artist I-artist O B-service,"B-artist(don), I-artist(ho), B-service(netflix),"
185,PlayMusic,play a popular melody by lindsay lohan on youtube,O O B-sort B-music_item O B-artist I-artist O B-service,"B-sort(popular), B-music_item(melody), B-artist(lindsay), I-artist(lohan), B-service(youtube),"
186,GetWeather,will it be colder in åland,O O O B-condition_temperature O B-country,"B-condition_temperature(colder), B-country(åland),"
187,PlayMusic,play the top of emil de cou,O O O B-sort O B-artist I-artist I-artist,"B-sort(top), B-artist(emil), I-artist(de), I-artist(cou),"
188,PlayMusic,play lighter by pamela jintana racine,O B-track O B-artist I-artist I-artist,"B-track(lighter), B-artist(pamela), I-artist(jintana), I-artist(racine),"
189,GetWeather,what s the weather like nearby in rhode island,O O O O O B-spatial_relation O B-state I-state,"B-spatial_relation(nearby), B-state(rhode), I-state(island),"
190,PlayMusic,play music which has humour on youtube,O O O O B-genre O B-service,"B-genre(humour), B-service(youtube),"
191,GetWeather,what is the expected weather forecast for beckley,O O O O O O O B-city,"B-city(beckley),"
192,GetWeather,is there a depression in delta junction,O O O B-condition_description O B-city I-city,"B-condition_description(depression), B-city(delta), I-city(junction),"
193,GetWeather,what s the weather in singapore,O O O O O B-country,"B-country(singapore),"
194,GetWeather,what will the weather be in the current place 1 minute from now,O O O O O O O B-current_location I-current_location B-timeRange I-timeRange I-timeRange I-timeRange,"B-current_location(current), I-current_location(place), B-timeRange(1), I-timeRange(minute), I-timeRange(from), I-timeRange(now),"
195,GetWeather,what s the weather far away in estonia,O O O O O B-spatial_relation O O B-country,"B-spatial_relation(far), B-country(estonia),"
196,PlayMusic,play a melody by hagigat rzayeva,O O B-music_item O B-artist I-artist,"B-music_item(melody), B-artist(hagigat), I-artist(rzayeva),"
197,GetWeather,what is the weather forecast for shasha forest reserve in 43 weeks,O O O O O O B-geographic_poi I-geographic_poi I-geographic_poi B-timeRange I-timeRange I-timeRange,"B-geographic_poi(shasha), I-geographic_poi(forest), I-geographic_poi(reserve), B-timeRange(in), I-timeRange(43), I-timeRange(weeks),"
198,PlayMusic,play spotify,O B-service,"B-service(spotify),"
199,PlayMusic,play some music from 2011 on lastfm,O O O O O B-year O B-service,"B-year(2011), B-service(lastfm),"
200,GetWeather,what s the forecast for mt next week,O O O O O O B-state B-timeRange I-timeRange,"B-state(mt), B-timeRange(next), I-timeRange(week),"
201,GetWeather,whats the forecast for redby,O O O O B-city,"B-city(redby),"
202,PlayMusic,play nineties,O B-year,"B-year(nineties),"
203,GetWeather,will there be a blizzard in chapel point state park or in the same area,O O O O O B-condition_description O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi O B-spatial_relation I-spatial_relation I-spatial_relation I-spatial_relation,"B-condition_description(blizzard), B-geographic_poi(chapel), I-geographic_poi(point), I-geographic_poi(state), I-geographic_poi(park), B-spatial_relation(in), I-spatial_relation(the), I-spatial_relation(same), I-spatial_relation(area),"
204,PlayMusic,play victoria banks s album,O B-artist I-artist O B-music_item,"B-artist(victoria), I-artist(banks), B-music_item(album),"
205,GetWeather,will it be stormy in saint pierre and miquelon in the city of wenham,O O O B-condition_description O B-country I-country I-country I-country O O O O B-city,"B-condition_description(stormy), B-country(saint), I-country(pierre), I-country(and), I-country(miquelon), B-city(wenham),"
206,PlayMusic,play khujo eighties track song,O B-artist B-year B-music_item I-music_item,"B-artist(khujo), B-year(eighties), B-music_item(track), I-music_item(song),"
207,PlayMusic,play out from under from hurricane chris,O B-track I-track I-track O B-artist I-artist,"B-track(out), I-track(from), I-track(under), B-artist(hurricane), I-artist(chris),"
208,PlayMusic,play noche de chicas playlist,O B-playlist I-playlist I-playlist O,"B-playlist(noche), I-playlist(de), I-playlist(chicas),"
209,PlayMusic,play some seventies songs from joseph genaro on google music,O O O B-year O O B-artist I-artist O B-service I-service,"B-year(seventies), B-artist(joseph), I-artist(genaro), B-service(google), I-service(music),"
210,GetWeather,what will the weather be in fl on 1/11/2030,O O O O O O B-state O B-timeRange,"B-state(fl), B-timeRange(1/11/2030),"
211,PlayMusic,play a keith richards album,O O O B-artist I-artist B-music_item,"B-artist(keith), I-artist(richards), B-music_item(album),"
212,PlayMusic,play a popular song by willie dixon on groove shark,O O O B-sort B-music_item O B-artist I-artist O B-service I-service,"B-sort(popular), B-music_item(song), B-artist(willie), I-artist(dixon), B-service(groove), I-service(shark),"
213,GetWeather,what will the weather be like on aug the 8th 2032 here,O O O O O O O B-timeRange I-timeRange I-timeRange I-timeRange B-current_location,"B-timeRange(aug), I-timeRange(the), I-timeRange(8th), I-timeRange(2032), B-current_location(here),"
214,PlayMusic,play iheart,O O B-service,"B-service(iheart),"
215,PlayMusic,play some sonu niigaam from the fifties,O O B-artist I-artist O O B-year,"B-artist(sonu), I-artist(niigaam), B-year(fifties),"
216,PlayMusic,open lastfm and play hot lips page from the sixties,O B-service O O B-artist I-artist I-artist O O B-year,"B-service(lastfm), B-artist(hot), I-artist(lips), I-artist(page), B-year(sixties),"
217,GetWeather,what is the weather in the netherlands,O O O O O O B-country,"B-country(netherlands),"
218,GetWeather,what is the baotianman national nature reserve forecast,O O O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi O,"B-geographic_poi(baotianman), I-geographic_poi(national), I-geographic_poi(nature), I-geographic_poi(reserve),"
219,GetWeather,what is the weather forecast for sunset in bouvet island,O O O O O O B-timeRange O B-country I-country,"B-timeRange(sunset), B-country(bouvet), I-country(island),"
220,PlayMusic,play the top-ten soundtrack from kiara,O O B-sort B-music_item O B-artist,"B-sort(top-ten), B-music_item(soundtrack), B-artist(kiara),"
221,PlayMusic,please play something that s freak folk on google music,O O O O O B-genre I-genre O B-service I-service,"B-genre(freak), I-genre(folk), B-service(google), I-service(music),"
222,GetWeather,what will be the weather like close by kackley,O O O O O O B-spatial_relation O B-city,"B-spatial_relation(close), B-city(kackley),"
223,PlayMusic,use youtube to play music from dorothy ashby from the year 2002,O B-service O O O O B-artist I-artist O O O B-year,"B-service(youtube), B-artist(dorothy), I-artist(ashby), B-year(2002),"
224,GetWeather,what will the weather be like at me current position in seventeen seconds,O O O O O O O O B-current_location I-current_location B-timeRange I-timeRange I-timeRange,"B-current_location(current), I-current_location(position), B-timeRange(in), I-timeRange(seventeen), I-timeRange(seconds),"
225,GetWeather,will it be hot in keachi,O O O B-condition_temperature O B-city,"B-condition_temperature(hot), B-city(keachi),"
226,PlayMusic,play some rap on pandora,O O B-genre O B-service,"B-genre(rap), B-service(pandora),"
227,PlayMusic,play the it could only happen with you album by lawrence,O O B-album I-album I-album I-album I-album I-album B-music_item O B-artist,"B-album(it), I-album(could), I-album(only), I-album(happen), I-album(with), I-album(you), B-music_item(album), B-artist(lawrence),"
228,GetWeather,will it get chillier in furano-ashibetsu prefectural natural park,O O O B-condition_temperature O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,"B-condition_temperature(chillier), B-geographic_poi(furano-ashibetsu), I-geographic_poi(prefectural), I-geographic_poi(natural), I-geographic_poi(park),"
229,PlayMusic,play the top jazz record from 1951,O O O B-sort O B-music_item O B-year,"B-sort(top), B-music_item(record), B-year(1951),"
230,GetWeather,what will the weather be in worthington springs,O O O O O O B-city I-city,"B-city(worthington), I-city(springs),"
231,PlayMusic,play the album remember shakti – the believer,O O O B-music_item B-album I-album I-album I-album I-album,"B-music_item(album), B-album(remember), I-album(shakti), I-album(–), I-album(the), I-album(believer),"
232,PlayMusic,play me something on last fm,O O O O B-service I-service,"B-service(last), I-service(fm),"
233,PlayMusic,play play lodge by alkabli on lastfm,O O B-album O B-artist O B-service,"B-album(lodge), B-artist(alkabli), B-service(lastfm),"
234,PlayMusic,play the best bruce ruffin music on youtube,O O B-sort B-artist I-artist O O B-service,"B-sort(best), B-artist(bruce), I-artist(ruffin), B-service(youtube),"
235,PlayMusic,play a tune by layne staley,O O B-music_item O B-artist I-artist,"B-music_item(tune), B-artist(layne), I-artist(staley),"
236,GetWeather,tell me the weather for comertown,O O O O O B-city,"B-city(comertown),"
237,PlayMusic,play a concerto top ten sort by lloyd,O O O B-music_item B-sort I-sort O O B-artist,"B-music_item(concerto), B-sort(top), I-sort(ten), B-artist(lloyd),"
238,GetWeather,how will the weather be in new mexico around 00:09:07 am,O O O O O O B-state I-state O B-timeRange I-timeRange,"B-state(new), I-state(mexico), B-timeRange(00:09:07), I-timeRange(am),"
239,PlayMusic,play by the sleepy lagoon by greg kurstin,O O B-track I-track I-track I-track O B-artist I-artist,"B-track(by), I-track(the), I-track(sleepy), I-track(lagoon), B-artist(greg), I-artist(kurstin),"
240,GetWeather,what s the weather in taiwan,O O O O O B-country,"B-country(taiwan),"
241,GetWeather,is it freezing at jasmund national park,O O B-condition_temperature O B-geographic_poi I-geographic_poi I-geographic_poi,"B-condition_temperature(freezing), B-geographic_poi(jasmund), I-geographic_poi(national), I-geographic_poi(park),"
242,PlayMusic,play some twenties chant music on slacker,O O O B-year B-music_item O O B-service,"B-year(twenties), B-music_item(chant), B-service(slacker),"
243,GetWeather,what is the forecast for west virginia will it be snowy,O O O O O B-state I-state O O O B-condition_description,"B-state(west), I-state(virginia), B-condition_description(snowy),"
244,GetWeather,what will be the wind speed around pembina gorge state recreation area october the 27th,O O O O B-condition_description O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi B-timeRange I-timeRange I-timeRange,"B-condition_description(wind), B-geographic_poi(pembina), I-geographic_poi(gorge), I-geographic_poi(state), I-geographic_poi(recreation), I-geographic_poi(area), B-timeRange(october), I-timeRange(the), I-timeRange(27th),"
