,query,ExclamationMark,QuestionMark,countWords,countChars,how,when,where,what,whose,which,why,who,count am-is-are,count stop words,PERSON,ORG,GPE,DATE,count music common,count weather common,count get common,count send common,VRB,ADJ,NON,common_t_g,common_s_p_m_t,output
170,Show me world health organization beam the latest substance,0,0,9,59,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,5,0,0,GET_MESSAGE
171,who has been a chief minister governer vice president and president of india,0,0,13,76,0,0,0,0,0,0,0,1,0,6,0,0,1,0,0,0,0,0,2,1,6,0,0,SEARCH
172,what type of planet is neptune known as,0,0,8,39,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,1,2,0,0,SEARCH
173,play a new soundtrack by benjamin darvill on groove shark,0,0,10,57,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,1,0,1,1,5,0,0,PlayMusic
174,play me a mel draisey tune from the fourties with vimeo,0,0,11,55,0,0,0,0,0,0,0,0,0,5,2,1,0,0,2,0,0,0,1,0,5,0,0,PlayMusic
175,Send a thank you text to my parents,0,0,8,35,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,2,0,0,SEND_MESSAGE
176,icc world cup outside england first time sponsor,0,0,8,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,5,0,0,SEARCH
177,when does the new season of sabrina start on netflix,0,0,10,52,0,1,0,0,0,0,0,0,0,5,1,1,0,1,1,0,1,1,1,2,3,0,0,SEARCH
178,Did my mom text me?,0,1,5,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,GET_MESSAGE
179,Did my mom text me?,0,1,5,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,GET_MESSAGE
180,i want to hear a good album from toni cottura,0,0,10,45,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,2,1,4,0,0,PlayMusic
181,where was because i could not stop for death published,0,0,10,54,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,1,2,0,0,SEARCH
182,play elkie brooks seventies sound track,0,0,6,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,4,0,0,PlayMusic
183,Message Anne and ask her if she can make her chicken corn chowder for Christmas Day,0,0,16,83,1,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,1,2,0,7,0,1,SEND_MESSAGE
184,will it be hot in keachi,0,0,6,24,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,1,1,1,0,0,GetWeather
185,would you pull up my chat requests,0,0,7,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,2,0,0,GET_MESSAGE
186,would you draw in astir my chat requests,0,0,8,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,1,2,0,0,GET_MESSAGE
187,malcom in the middle season 1 episode 3,0,0,8,39,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,4,0,0,SEARCH
188,what's the biggest nfl stadium in the united states,0,0,9,51,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,3,2,0,0,SEARCH
189,please look up chat requests,0,0,5,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,GET_MESSAGE
190,please look upwardly chat request,0,0,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,GET_MESSAGE
191,who played the role of chandler bing in the tv series friends,0,0,12,61,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,1,0,6,0,0,SEARCH
192,Message Sara and ask what is the best way to get from the zoo to her house.,0,0,17,75,0,0,0,1,0,0,0,0,1,9,1,0,0,0,0,0,0,1,3,1,5,0,1,SEND_MESSAGE
193,weather for jan 7 in north carolina,0,0,7,35,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,1,3,0,0,GetWeather
194,play me a song from luxury liner,0,0,7,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,0,3,0,0,PlayMusic
195,play the most popular ep by marcel khalife on netflix,0,0,10,53,0,0,0,0,0,0,0,0,0,4,2,1,0,0,2,0,0,0,1,3,3,0,0,PlayMusic
196,tell me if it will be hot on jun the 10th in san de fuca sweden,0,0,16,63,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,1,0,0,2,1,3,1,1,GetWeather
197,play track real talk,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,PlayMusic
198,message marie the library fundraiser is this weekend,0,0,8,52,0,0,0,0,0,0,0,0,1,3,2,0,0,1,0,0,0,0,2,1,3,0,1,SEND_MESSAGE
199,Send a message to Mike  asking where is the Grady Kids Ride going to be held?,0,1,17,77,0,0,1,0,0,0,0,0,1,7,2,0,0,0,0,0,0,1,6,1,4,1,2,SEND_MESSAGE
200,Message Casey to see if she is running in the Santa Monica 5k.,0,0,13,62,0,0,0,0,0,0,0,0,1,6,1,0,1,0,0,0,0,0,3,0,4,0,2,SEND_MESSAGE
201,a management information system is which type of system,0,0,9,55,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,1,0,5,0,0,SEARCH
202,who won the governor's election in iowa,0,0,7,39,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,1,0,3,0,0,SEARCH
203,Get me the texts from the sports group,0,0,8,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,3,0,0,GET_MESSAGE
204,Get maine the texts from the sport group,0,0,8,40,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,1,0,4,0,0,GET_MESSAGE
205,will it get warmer in czechia,0,0,6,29,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0,0,GetWeather
206,which indian actor has won most national awards,0,0,8,47,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,2,3,2,0,0,SEARCH
207,Message Fred to see if he is going to still be an exotic dancer in Canada,0,0,16,73,0,0,0,0,0,0,0,0,1,8,0,0,1,0,0,0,0,0,5,2,3,1,3,SEND_MESSAGE
208,who won the super heavyweight gold medal at the 2000 olympics,0,0,11,61,0,0,0,0,0,0,0,1,0,5,0,1,0,1,0,0,0,0,1,1,4,0,0,SEARCH
209,will it get hotter in zenith ct,0,0,7,31,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0,0,GetWeather
210,Show messages from Brian,0,0,4,24,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,1,GET_MESSAGE
211,Display content from Brian,0,0,4,26,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,GET_MESSAGE
212,what is one to one in a function,0,0,8,32,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,2,0,0,1,0,1,0,0,SEARCH
213,Message Steve and let him know I will be a few minutes late.,0,0,13,60,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,2,3,2,3,0,1,SEND_MESSAGE
214,play a top five jonny buckland symphony from around 1989,0,0,10,56,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,1,2,2,0,0,PlayMusic
215,use the service zvooq to play merengue music,0,0,8,44,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,1,0,4,0,0,PlayMusic
216,who sang at last year's super bowl,0,0,7,34,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,1,3,0,0,SEARCH
217,Tell JJ I won't be able to make it due to the snow conditions.,0,0,14,62,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,4,3,1,1,SEND_MESSAGE
218,is it supposed to be stormy in seagraves,0,0,8,40,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,4,0,1,0,0,GetWeather
219,who won the grudge match on ink master,0,0,8,38,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,4,0,0,SEARCH
220,what is the weather forecast for maryland,0,0,7,41,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,2,0,0,1,0,3,0,0,GetWeather
221,play industrial music,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,PlayMusic
222,Ask my aunt what day the strawberry farm opens.,0,0,9,47,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,5,0,0,SEND_MESSAGE
223,play music from 2012 by yossif kobzon on last fm,0,0,10,48,0,0,0,0,0,0,0,0,0,3,1,0,0,1,2,0,0,0,0,1,5,0,0,PlayMusic
224,play groove shark folk-rock,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,3,0,0,PlayMusic
225,what is the weather forecast for wa on september 11 2021,0,0,11,56,0,0,0,1,0,0,0,0,1,5,0,0,1,1,0,2,0,0,1,0,4,0,0,GetWeather
226,play movement music by monk boudreaux on youtube,0,0,8,48,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,1,0,5,0,0,PlayMusic
227,message melanie and see if she's going to the wedding this weekend,0,0,12,66,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,3,0,4,1,3,SEND_MESSAGE
228,where does the water from the california aqueduct come from,0,0,10,59,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,4,0,0,SEARCH
229,will there be rain today in greece,0,0,7,34,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,1,0,1,1,3,0,0,GetWeather
230,play contigo en la distancia,0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,PlayMusic
231,play the most popular song by espen lind,0,0,8,40,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,1,3,2,0,0,PlayMusic
232,play the greatest soundtrack by jesse harms,0,0,7,43,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,1,3,0,0,PlayMusic
233,what s the snowfall at noon in in,0,0,8,33,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,2,0,0,GetWeather
234,play me leonid soybelman on vimeo,0,0,6,33,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,1,1,2,0,0,PlayMusic
235,Message Chris to let him know our meeting is at the library.,0,0,12,60,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,2,3,0,4,0,1,SEND_MESSAGE
236,Please send it to Dave,0,0,5,22,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,1,0,0,SEND_MESSAGE
237,what was tom hanks character name in castaway,0,0,8,45,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,4,0,0,SEARCH
238,how many episodes of touching evil are there,0,0,8,44,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,2,2,0,0,SEARCH
239,Send a message saying “happy birthday” to lauren,0,0,8,48,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,1,4,0,1,SEND_MESSAGE
240,send a message to my son to let him know the gas station on 1st avenue has an atm machine,0,0,20,89,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,4,0,7,0,1,SEND_MESSAGE
241,how is the weather going to be on child health day in trinidad and tobago,0,0,15,73,1,0,0,0,0,0,0,0,1,8,0,0,2,0,0,1,0,0,3,1,5,1,1,GetWeather
242,Ask Ryan if he wants to go to an FSU football game this fall.,0,0,14,61,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,2,0,6,0,0,SEND_MESSAGE
243,Can I see texts in my baton twirling group,0,0,9,42,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,1,2,0,1,GET_MESSAGE
244,Can I run across texts in my billy twirling group,0,0,10,49,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,2,1,2,0,0,GET_MESSAGE
245,Message Jadon and ask what would they like for their birthday.,0,0,11,62,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,1,0,1,2,0,3,0,1,SEND_MESSAGE
246,derek and meredith get back together season 3,0,0,8,45,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,2,3,0,0,SEARCH
247,i d like to hear a track by theo keating,0,0,10,40,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,0,0,2,1,3,0,0,PlayMusic
248,what is the six o clock forecast for west selmont in montserrat,0,0,12,63,0,0,0,1,0,0,0,0,1,6,0,0,2,0,0,1,0,0,1,1,5,0,0,GetWeather
249,open itunes and play kenny cox most popular concerto,0,0,9,52,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,4,3,0,0,PlayMusic
250,play a 2007 track from adam jones,0,0,7,33,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,1,0,3,0,0,PlayMusic
251,who sang i dreamed a dream in les miserables,0,0,9,44,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,2,0,4,0,0,SEARCH
252,Find the messages from Grandma.,0,0,5,31,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,1,GET_MESSAGE
253,Find the message from Grandma.,0,0,5,30,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,1,GET_MESSAGE
254,what will the weather be in montevallo on july ninth 2018,0,0,11,57,0,0,0,1,0,0,0,0,0,6,0,0,1,1,0,1,0,0,1,1,3,0,0,GetWeather
255,send ian a message and ask him if he will put the laundry in the dryer,0,0,16,70,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,2,0,5,0,1,SEND_MESSAGE
256,tell her I can meet her at city walk at 3 pm today,0,0,13,50,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,1,1,2,0,4,1,1,SEND_MESSAGE
257,Send a message to Paul telling him I'm in the car now and will be there soon.,0,0,17,77,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,3,3,1,2,SEND_MESSAGE
258,play ecstatic,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,PlayMusic
259,Show who sent this text,0,0,5,23,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,GET_MESSAGE
260,Show who send this textual matter,0,0,6,33,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1,2,0,0,GET_MESSAGE
261,what is the me forecast for joanna,0,0,7,34,0,0,0,1,0,0,0,0,1,5,1,0,0,0,0,1,0,0,1,0,2,0,0,GetWeather
262,Let me see the texts from Roy,0,0,7,29,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,2,0,1,GET_MESSAGE
263,Countenance me run across the texts from Roy,0,0,8,44,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,3,0,0,GET_MESSAGE
264,Show me messages from Molly please.,0,0,6,35,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,3,0,1,GET_MESSAGE
265,Usher maine messages from Mollie please.,0,0,6,40,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,5,0,1,GET_MESSAGE
266,send nora a message and let her know i will be late picking her up from dance,0,0,17,77,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,4,4,1,4,0,1,SEND_MESSAGE
267,play music on spotify,0,0,4,21,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,3,0,0,PlayMusic
268,will it be hot on december 28 in ayr mi,0,0,10,39,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,1,0,0,2,0,3,0,0,GetWeather
269,Message Oded asking if he is willing to come for a DJ night today,0,0,14,65,0,0,0,0,0,0,0,0,1,6,1,0,0,1,0,0,1,1,4,1,4,0,1,SEND_MESSAGE
270,play are & be,0,0,4,13,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,2,0,1,0,0,PlayMusic
271,when did it become law to stand for the national anthem,0,0,11,55,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,3,1,2,0,0,SEARCH
272,Message Ralph and ask if he has my cell phone.,0,0,10,46,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,2,0,4,0,1,SEND_MESSAGE
273,Message Eric asking him what time the banquet ends this weekend.,0,0,11,64,0,0,0,1,0,0,0,0,0,4,1,0,0,1,0,0,0,2,2,0,5,0,1,SEND_MESSAGE
274,play a ballad by giorgio moroder,0,0,6,32,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,3,0,0,PlayMusic
275,Read the first message,0,0,4,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,GET_MESSAGE
276,Translate the first subject matter,0,0,5,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,GET_MESSAGE
277,Read message.,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,GET_MESSAGE
278,Read substance.,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,GET_MESSAGE
279,play going down to the river on pandora,0,0,8,39,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,3,1,1,PlayMusic
280,play donna summer,0,0,3,17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,0,0,PlayMusic
281,Please send my husband a video message,0,0,7,38,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,4,0,1,SEND_MESSAGE
282,i wish to hear the playlist estado de ánimo on last fm,0,0,12,54,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,2,2,3,0,0,PlayMusic
283,play a sound track by tom thacker,0,0,7,33,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,0,4,0,0,PlayMusic
284,is it warm here now,0,0,5,19,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,1,3,0,0,0,GetWeather
285,what is the killer's name in halloween,0,0,7,38,0,0,0,1,0,0,0,0,1,4,0,0,0,1,0,0,0,0,1,0,3,0,0,SEARCH
286,Give me all messages from WhatsApp.,0,0,6,35,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,2,0,1,GET_MESSAGE
287,Consecrate maine all messages from WhatsApp.,0,0,6,44,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,4,0,1,GET_MESSAGE
288,view my chat requests please,0,0,5,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,3,0,0,GET_MESSAGE
289,scene my schmoose requests please,0,0,5,33,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,0,GET_MESSAGE
290,what weapon is typically used by a samurai 1. katana 2. dagger,0,0,12,62,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,2,1,4,0,0,SEARCH
291,how many soldiers stormed the beaches of normandy,0,0,8,49,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,1,3,0,0,SEARCH
292,play soundtrack by armand van helden,0,0,6,36,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,5,0,0,PlayMusic
293,can you show me my chats,0,0,6,24,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,1,0,1,0,0,GET_MESSAGE
294,tail you demonstrate me my chats,0,0,6,32,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,2,0,0,GET_MESSAGE
295,Send a message to my sisters to let them know that we should meet in New York next Saturday,0,0,19,91,0,0,0,0,0,0,0,0,0,9,0,0,1,1,0,0,0,3,4,1,5,0,1,SEND_MESSAGE
296,who won the american league east in 2017,0,0,8,40,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,1,1,2,0,0,SEARCH
297,how temperate is it in lopeno thailand,0,0,7,38,1,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,1,1,2,0,0,GetWeather
298,play a top symphony from the fourties,0,0,7,37,0,0,0,0,0,0,0,0,0,3,1,1,0,0,2,0,0,0,1,1,2,0,0,PlayMusic
299,Has dad sent any messages today?,0,1,6,32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,4,0,1,GET_MESSAGE
300,Has pappa sent any message today?,0,1,6,33,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,4,0,1,GET_MESSAGE
301,Ask the groomer when she's available for a nail trim for the dog,0,0,13,64,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1,4,0,0,SEND_MESSAGE
302,will it get chillier in furano-ashibetsu prefectural natural park,0,0,9,65,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,4,1,0,0,GetWeather
303,can you play maggie mae on netflix,0,0,7,34,0,0,0,0,0,0,0,0,0,3,1,1,0,0,2,0,0,0,2,0,1,0,0,PlayMusic
304,what act did parliament pass after the boston tea party,0,0,10,55,0,0,0,1,0,0,0,0,0,4,0,1,1,0,0,0,0,1,1,1,5,0,0,SEARCH
305,Message Harold and tell him to meet me at the Grand Hall at 9:00 p.m.,0,0,15,69,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,2,0,5,1,2,SEND_MESSAGE
306,what is the forecast for here one second from now,0,0,10,49,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,3,0,0,1,2,2,0,0,GetWeather
307,Ask Joe if he is going to meet me at the grocery store by me tonight.,0,0,16,69,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,1,3,0,5,1,1,SEND_MESSAGE
308,the cool style piano player best known for his composition take 5 is,0,0,13,68,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,3,2,4,0,0,SEARCH
309,who does the voice of bubby on flapjack,0,0,8,39,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,3,0,0,SEARCH
310,what were the 3 seasons in ancient egypt,0,0,8,40,0,0,0,1,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,1,2,0,0,SEARCH
311,i want to see my chat requests please,0,0,8,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,3,0,1,GET_MESSAGE
312,i want to get wind my chat call for please,0,0,10,42,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,3,0,4,0,0,GET_MESSAGE
313,play an album from 1987,0,0,5,23,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,1,0,1,0,0,PlayMusic
314,text austin no,0,0,3,14,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,SEND_MESSAGE
315,Ask Melissa for a map and her address because I'm lost.,0,0,11,55,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,2,0,4,0,0,SEND_MESSAGE
316,Send a message to my brother John that we will be in Vegas on the 9th.,0,0,16,70,0,0,0,0,0,0,0,0,0,10,1,0,1,0,0,0,0,0,2,0,4,0,1,SEND_MESSAGE
317,Message mama saying I'll be 15 minutes late,0,0,8,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,3,0,1,SEND_MESSAGE
318,who plays ser davos in game of thrones,0,0,8,38,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,1,3,0,0,SEARCH
319,leave a message with daryl and say 20 dollars should cover it,0,0,12,61,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,3,0,3,0,1,SEND_MESSAGE
320,Message Tyler he is going to cook burgers and brats,0,0,10,51,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,3,0,4,1,2,SEND_MESSAGE
321,what is the forecast for hot temps in kuwait in augusta springs,0,0,12,63,0,0,0,1,0,0,0,0,1,6,0,0,2,0,0,2,0,0,1,2,4,0,0,GetWeather
322,Message Crystal that I will not be in attendance for the Board Meeting on June 28.,0,0,16,82,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,1,1,6,0,1,SEND_MESSAGE
323,loch ness tv series where is it filmed,0,0,8,38,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,2,1,3,0,0,SEARCH
324,who sings jungle book i wanna be like you,0,0,9,41,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,3,1,3,0,0,SEARCH
325,tumhi ho bandhu sakha tumhi cast real name,0,0,8,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6,0,0,SEARCH
326,play some music by karl blau,0,0,6,28,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,0,3,0,0,PlayMusic
327,use the service zvooq to play top-10 by artist coolio,0,0,10,53,0,0,0,0,0,0,0,0,0,3,2,0,0,0,3,0,0,0,1,1,4,0,0,PlayMusic
328,what is the forecast starting at 8 pm for alaska,0,0,10,48,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,2,0,0,2,0,3,0,0,GetWeather
329,play me track september gouden roos by artist daedelus,0,0,9,54,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,0,0,1,3,3,0,0,PlayMusic
330,who killed sara in the arrow season 3,0,0,8,37,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,1,0,3,0,0,SEARCH
331,tell me the weather forecast for equatorial guinea,0,0,8,50,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,1,1,3,1,1,GetWeather
332,which is the only financial institutes to be awarded the nobel peace prize,0,0,13,74,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,0,0,3,3,3,0,0,SEARCH
333,who came up with the big five inventory,0,0,8,39,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,2,1,0,0,SEARCH
334,message my mom and say eleven am,0,0,7,32,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,2,1,2,0,1,SEND_MESSAGE
335,who has the most followers on the instagram,0,0,8,43,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,1,1,2,0,0,SEARCH
336,Ask mom what time does my sister's  party start,0,0,10,47,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,4,1,0,5,0,0,SEND_MESSAGE
337,when did metro pcs combined with t mobile,0,0,8,41,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,SEARCH
338,forecast for guatemala,0,0,3,22,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,GetWeather
339,is it going to be foggy in box elder rhode island,0,0,11,49,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,1,0,0,4,0,4,1,1,GetWeather
340,open groove shark and play jason mizell,0,0,7,39,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,1,1,4,0,0,PlayMusic
341,where did the bulls play before the united center,0,0,9,49,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,2,1,2,0,0,SEARCH
342,ask joy to share photos with me,0,0,7,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,4,0,0,SEND_MESSAGE
343,Do I have a message from Dana on May 19th?,0,1,10,42,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,2,0,3,0,1,GET_MESSAGE
