index,query,ExclamationMark,QuestionMark,countWords,countChars,how,when,where,what,whose,which,why,who,count am-is-are,count stop words,PERSON,ORG,GPE,DATE,count music common,count weather common,count get common,count send common,VRB,ADJ,NON,common_t_g,common_s_p_m_t,output
171,play elkie brooks seventies sound track,0,0,6,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,4,0,0,PlayMusic
172,Message Anne and ask her if she can make her chicken corn chowder for Christmas Day,0,0,16,83,1,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,1,2,0,7,0,1,SEND_MESSAGE
173,will it be hot in keachi,0,0,6,24,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,1,1,1,0,0,GetWeather
174,would you pull up my chat requests,0,0,7,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,2,0,0,GET_MESSAGE
175,malcom in the middle season 1 episode 3,0,0,8,39,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,4,0,0,SEARCH
176,what's the biggest nfl stadium in the united states,0,0,9,51,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,3,2,0,0,SEARCH
177,please look up chat requests,0,0,5,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,GET_MESSAGE
178,who played the role of chandler bing in the tv series friends,0,0,12,61,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,1,0,6,0,0,SEARCH
179,Message Sara and ask what is the best way to get from the zoo to her house.,0,0,17,75,0,0,0,1,0,0,0,0,1,9,1,0,0,0,0,0,0,1,3,1,5,0,1,SEND_MESSAGE
180,weather for jan 7 in north carolina,0,0,7,35,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,1,3,0,0,GetWeather
181,play me a song from luxury liner,0,0,7,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,0,3,0,0,PlayMusic
182,play the most popular ep by marcel khalife on netflix,0,0,10,53,0,0,0,0,0,0,0,0,0,4,2,1,0,0,2,0,0,0,1,3,3,0,0,PlayMusic
183,tell me if it will be hot on jun the 10th in san de fuca sweden,0,0,16,63,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,1,0,0,2,1,3,1,1,GetWeather
184,play track real talk,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,PlayMusic
185,message marie the library fundraiser is this weekend,0,0,8,52,0,0,0,0,0,0,0,0,1,3,2,0,0,1,0,0,0,0,2,1,3,0,1,SEND_MESSAGE
186,Send a message to Mike  asking where is the Grady Kids Ride going to be held?,0,1,17,77,0,0,1,0,0,0,0,0,1,7,2,0,0,0,0,0,0,1,6,1,4,1,2,SEND_MESSAGE
187,Message Casey to see if she is running in the Santa Monica 5k.,0,0,13,62,0,0,0,0,0,0,0,0,1,6,1,0,1,0,0,0,0,0,3,0,4,0,2,SEND_MESSAGE
188,a management information system is which type of system,0,0,9,55,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,1,0,5,0,0,SEARCH
189,who won the governor's election in iowa,0,0,7,39,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,1,0,3,0,0,SEARCH
190,Get me the texts from the sports group,0,0,8,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,3,0,0,GET_MESSAGE
191,will it get warmer in czechia,0,0,6,29,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0,0,GetWeather
192,which indian actor has won most national awards,0,0,8,47,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,2,3,2,0,0,SEARCH
193,Message Fred to see if he is going to still be an exotic dancer in Canada,0,0,16,73,0,0,0,0,0,0,0,0,1,8,0,0,1,0,0,0,0,0,5,2,3,1,3,SEND_MESSAGE
194,who won the super heavyweight gold medal at the 2000 olympics,0,0,11,61,0,0,0,0,0,0,0,1,0,5,0,1,0,1,0,0,0,0,1,1,4,0,0,SEARCH
195,will it get hotter in zenith ct,0,0,7,31,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0,0,GetWeather
196,Show messages from Brian,0,0,4,24,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,1,GET_MESSAGE
197,what is one to one in a function,0,0,8,32,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,2,0,0,1,0,1,0,0,SEARCH
198,Message Steve and let him know I will be a few minutes late.,0,0,13,60,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,2,3,2,3,0,1,SEND_MESSAGE
199,play a top five jonny buckland symphony from around 1989,0,0,10,56,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,1,2,2,0,0,PlayMusic
200,use the service zvooq to play merengue music,0,0,8,44,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,1,0,4,0,0,PlayMusic
201,who sang at last year's super bowl,0,0,7,34,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,1,3,0,0,SEARCH
202,Tell JJ I won't be able to make it due to the snow conditions.,0,0,14,62,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,4,3,1,1,SEND_MESSAGE
203,is it supposed to be stormy in seagraves,0,0,8,40,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,4,0,1,0,0,GetWeather
204,who won the grudge match on ink master,0,0,8,38,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,4,0,0,SEARCH
205,what is the weather forecast for maryland,0,0,7,41,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,2,0,0,1,0,3,0,0,GetWeather
206,play industrial music,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,PlayMusic
207,Ask my aunt what day the strawberry farm opens.,0,0,9,47,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,5,0,0,SEND_MESSAGE
208,play music from 2012 by yossif kobzon on last fm,0,0,10,48,0,0,0,0,0,0,0,0,0,3,1,0,0,1,2,0,0,0,0,1,5,0,0,PlayMusic
209,play groove shark folk-rock,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,3,0,0,PlayMusic
210,what is the weather forecast for wa on september 11 2021,0,0,11,56,0,0,0,1,0,0,0,0,1,5,0,0,1,1,0,2,0,0,1,0,4,0,0,GetWeather
211,play movement music by monk boudreaux on youtube,0,0,8,48,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,1,0,5,0,0,PlayMusic
212,message melanie and see if she's going to the wedding this weekend,0,0,12,66,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,3,0,4,1,3,SEND_MESSAGE
213,where does the water from the california aqueduct come from,0,0,10,59,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,4,0,0,SEARCH
214,will there be rain today in greece,0,0,7,34,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,1,0,1,1,3,0,0,GetWeather
215,play contigo en la distancia,0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,PlayMusic
216,play the most popular song by espen lind,0,0,8,40,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,1,3,2,0,0,PlayMusic
217,play the greatest soundtrack by jesse harms,0,0,7,43,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,1,3,0,0,PlayMusic
218,what s the snowfall at noon in in,0,0,8,33,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,2,0,0,GetWeather
219,play me leonid soybelman on vimeo,0,0,6,33,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,1,1,2,0,0,PlayMusic
220,Message Chris to let him know our meeting is at the library.,0,0,12,60,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,2,3,0,4,0,1,SEND_MESSAGE
221,Please send it to Dave,0,0,5,22,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,1,0,0,SEND_MESSAGE
222,what was tom hanks character name in castaway,0,0,8,45,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,4,0,0,SEARCH
223,how many episodes of touching evil are there,0,0,8,44,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,2,2,0,0,SEARCH
224,Send a message saying “happy birthday” to lauren,0,0,8,48,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,1,4,0,1,SEND_MESSAGE
225,send a message to my son to let him know the gas station on 1st avenue has an atm machine,0,0,20,89,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,4,0,7,0,1,SEND_MESSAGE
226,how is the weather going to be on child health day in trinidad and tobago,0,0,15,73,1,0,0,0,0,0,0,0,1,8,0,0,2,0,0,1,0,0,3,1,5,1,1,GetWeather
227,Ask Ryan if he wants to go to an FSU football game this fall.,0,0,14,61,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,2,0,6,0,0,SEND_MESSAGE
228,Can I see texts in my baton twirling group,0,0,9,42,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,1,2,0,1,GET_MESSAGE
229,Message Jadon and ask what would they like for their birthday.,0,0,11,62,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,1,0,1,2,0,3,0,1,SEND_MESSAGE
230,derek and meredith get back together season 3,0,0,8,45,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,2,3,0,0,SEARCH
231,i d like to hear a track by theo keating,0,0,10,40,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,0,0,2,1,3,0,0,PlayMusic
232,what is the six o clock forecast for west selmont in montserrat,0,0,12,63,0,0,0,1,0,0,0,0,1,6,0,0,2,0,0,1,0,0,1,1,5,0,0,GetWeather
233,open itunes and play kenny cox most popular concerto,0,0,9,52,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,1,4,3,0,0,PlayMusic
234,play a 2007 track from adam jones,0,0,7,33,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,1,0,3,0,0,PlayMusic
235,who sang i dreamed a dream in les miserables,0,0,9,44,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,2,0,4,0,0,SEARCH
236,Find the messages from Grandma.,0,0,5,31,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,1,GET_MESSAGE
237,what will the weather be in montevallo on july ninth 2018,0,0,11,57,0,0,0,1,0,0,0,0,0,6,0,0,1,1,0,1,0,0,1,1,3,0,0,GetWeather
238,send ian a message and ask him if he will put the laundry in the dryer,0,0,16,70,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,2,0,5,0,1,SEND_MESSAGE
239,tell her I can meet her at city walk at 3 pm today,0,0,13,50,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,1,1,2,0,4,1,1,SEND_MESSAGE
240,Send a message to Paul telling him I'm in the car now and will be there soon.,0,0,17,77,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,3,3,1,2,SEND_MESSAGE
241,play ecstatic,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,PlayMusic
242,Show who sent this text,0,0,5,23,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,GET_MESSAGE
243,what is the me forecast for joanna,0,0,7,34,0,0,0,1,0,0,0,0,1,5,1,0,0,0,0,1,0,0,1,0,2,0,0,GetWeather
244,Let me see the texts from Roy,0,0,7,29,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,2,0,1,GET_MESSAGE
245,Show me messages from Molly please.,0,0,6,35,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,3,0,1,GET_MESSAGE
246,send nora a message and let her know i will be late picking her up from dance,0,0,17,77,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,4,4,1,4,0,1,SEND_MESSAGE
247,play music on spotify,0,0,4,21,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,3,0,0,PlayMusic
248,will it be hot on december 28 in ayr mi,0,0,10,39,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,1,0,0,2,0,3,0,0,GetWeather
249,Message Oded asking if he is willing to come for a DJ night today,0,0,14,65,0,0,0,0,0,0,0,0,1,6,1,0,0,1,0,0,1,1,4,1,4,0,1,SEND_MESSAGE
250,play are & be,0,0,4,13,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,2,0,1,0,0,PlayMusic
251,when did it become law to stand for the national anthem,0,0,11,55,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,3,1,2,0,0,SEARCH
252,Message Ralph and ask if he has my cell phone.,0,0,10,46,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,2,0,4,0,1,SEND_MESSAGE
253,Message Eric asking him what time the banquet ends this weekend.,0,0,11,64,0,0,0,1,0,0,0,0,0,4,1,0,0,1,0,0,0,2,2,0,5,0,1,SEND_MESSAGE
254,play a ballad by giorgio moroder,0,0,6,32,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,3,0,0,PlayMusic
255,Read the first message,0,0,4,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,GET_MESSAGE
256,Read message.,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,GET_MESSAGE
257,play going down to the river on pandora,0,0,8,39,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,3,1,1,PlayMusic
258,play donna summer,0,0,3,17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,0,0,PlayMusic
259,Please send my husband a video message,0,0,7,38,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,4,0,1,SEND_MESSAGE
260,i wish to hear the playlist estado de ánimo on last fm,0,0,12,54,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,2,2,3,0,0,PlayMusic
261,play a sound track by tom thacker,0,0,7,33,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,0,4,0,0,PlayMusic
262,is it warm here now,0,0,5,19,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,1,3,0,0,0,GetWeather
263,what is the killer's name in halloween,0,0,7,38,0,0,0,1,0,0,0,0,1,4,0,0,0,1,0,0,0,0,1,0,3,0,0,SEARCH
264,Give me all messages from WhatsApp.,0,0,6,35,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,2,0,1,GET_MESSAGE
265,view my chat requests please,0,0,5,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,3,0,0,GET_MESSAGE
266,what weapon is typically used by a samurai 1. katana 2. dagger,0,0,12,62,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,2,1,4,0,0,SEARCH
267,how many soldiers stormed the beaches of normandy,0,0,8,49,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,1,3,0,0,SEARCH
268,play soundtrack by armand van helden,0,0,6,36,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,5,0,0,PlayMusic
269,can you show me my chats,0,0,6,24,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,1,0,1,0,0,GET_MESSAGE
270,Send a message to my sisters to let them know that we should meet in New York next Saturday,0,0,19,91,0,0,0,0,0,0,0,0,0,9,0,0,1,1,0,0,0,3,4,1,5,0,1,SEND_MESSAGE
271,who won the american league east in 2017,0,0,8,40,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,1,1,2,0,0,SEARCH
272,how temperate is it in lopeno thailand,0,0,7,38,1,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,1,1,2,0,0,GetWeather
273,play a top symphony from the fourties,0,0,7,37,0,0,0,0,0,0,0,0,0,3,1,1,0,0,2,0,0,0,1,1,2,0,0,PlayMusic
274,Has dad sent any messages today?,0,1,6,32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,4,0,1,GET_MESSAGE
275,Ask the groomer when she's available for a nail trim for the dog,0,0,13,64,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1,4,0,0,SEND_MESSAGE
276,will it get chillier in furano-ashibetsu prefectural natural park,0,0,9,65,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,4,1,0,0,GetWeather
277,can you play maggie mae on netflix,0,0,7,34,0,0,0,0,0,0,0,0,0,3,1,1,0,0,2,0,0,0,2,0,1,0,0,PlayMusic
278,what act did parliament pass after the boston tea party,0,0,10,55,0,0,0,1,0,0,0,0,0,4,0,1,1,0,0,0,0,1,1,1,5,0,0,SEARCH
279,Message Harold and tell him to meet me at the Grand Hall at 9:00 p.m.,0,0,15,69,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,2,0,5,1,2,SEND_MESSAGE
280,what is the forecast for here one second from now,0,0,10,49,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,3,0,0,1,2,2,0,0,GetWeather
281,Ask Joe if he is going to meet me at the grocery store by me tonight.,0,0,16,69,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,1,3,0,5,1,1,SEND_MESSAGE
282,the cool style piano player best known for his composition take 5 is,0,0,13,68,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,3,2,4,0,0,SEARCH
283,who does the voice of bubby on flapjack,0,0,8,39,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,3,0,0,SEARCH
284,what were the 3 seasons in ancient egypt,0,0,8,40,0,0,0,1,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,1,2,0,0,SEARCH
285,i want to see my chat requests please,0,0,8,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,3,0,1,GET_MESSAGE
286,play an album from 1987,0,0,5,23,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,1,0,1,0,0,PlayMusic
287,text austin no,0,0,3,14,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,SEND_MESSAGE
288,Ask Melissa for a map and her address because I'm lost.,0,0,11,55,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,2,0,4,0,0,SEND_MESSAGE
289,Send a message to my brother John that we will be in Vegas on the 9th.,0,0,16,70,0,0,0,0,0,0,0,0,0,10,1,0,1,0,0,0,0,0,2,0,4,0,1,SEND_MESSAGE
290,Message mama saying I'll be 15 minutes late,0,0,8,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,3,0,1,SEND_MESSAGE
291,who plays ser davos in game of thrones,0,0,8,38,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,1,3,0,0,SEARCH
292,leave a message with daryl and say 20 dollars should cover it,0,0,12,61,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,3,0,3,0,1,SEND_MESSAGE
293,Message Tyler he is going to cook burgers and brats,0,0,10,51,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,3,0,4,1,2,SEND_MESSAGE
294,what is the forecast for hot temps in kuwait in augusta springs,0,0,12,63,0,0,0,1,0,0,0,0,1,6,0,0,2,0,0,2,0,0,1,2,4,0,0,GetWeather
295,Message Crystal that I will not be in attendance for the Board Meeting on June 28.,0,0,16,82,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,1,1,6,0,1,SEND_MESSAGE
296,loch ness tv series where is it filmed,0,0,8,38,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,2,1,3,0,0,SEARCH
297,who sings jungle book i wanna be like you,0,0,9,41,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,3,1,3,0,0,SEARCH
298,tumhi ho bandhu sakha tumhi cast real name,0,0,8,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6,0,0,SEARCH
299,play some music by karl blau,0,0,6,28,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,0,3,0,0,PlayMusic
300,use the service zvooq to play top-10 by artist coolio,0,0,10,53,0,0,0,0,0,0,0,0,0,3,2,0,0,0,3,0,0,0,1,1,4,0,0,PlayMusic
301,what is the forecast starting at 8 pm for alaska,0,0,10,48,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,2,0,0,2,0,3,0,0,GetWeather
302,play me track september gouden roos by artist daedelus,0,0,9,54,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,0,0,1,3,3,0,0,PlayMusic
303,who killed sara in the arrow season 3,0,0,8,37,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,1,0,3,0,0,SEARCH
304,tell me the weather forecast for equatorial guinea,0,0,8,50,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,1,1,3,1,1,GetWeather
305,which is the only financial institutes to be awarded the nobel peace prize,0,0,13,74,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,0,0,3,3,3,0,0,SEARCH
306,who came up with the big five inventory,0,0,8,39,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,2,1,0,0,SEARCH
307,message my mom and say eleven am,0,0,7,32,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,2,1,2,0,1,SEND_MESSAGE
308,who has the most followers on the instagram,0,0,8,43,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,1,1,2,0,0,SEARCH
309,Ask mom what time does my sister's  party start,0,0,10,47,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,4,1,0,5,0,0,SEND_MESSAGE
310,when did metro pcs combined with t mobile,0,0,8,41,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,SEARCH
311,forecast for guatemala,0,0,3,22,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,GetWeather
312,is it going to be foggy in box elder rhode island,0,0,11,49,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,1,0,0,4,0,4,1,1,GetWeather
313,open groove shark and play jason mizell,0,0,7,39,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,0,1,1,4,0,0,PlayMusic
314,where did the bulls play before the united center,0,0,9,49,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,2,1,2,0,0,SEARCH
315,ask joy to share photos with me,0,0,7,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,4,0,0,SEND_MESSAGE
316,Do I have a message from Dana on May 19th?,0,1,10,42,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,2,0,3,0,1,GET_MESSAGE
317,play a movement from the nineties,0,0,6,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,2,0,0,PlayMusic
318,Message Linda to meet me in the lobby bar at 6 pm,0,0,12,49,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,1,1,0,5,0,1,SEND_MESSAGE
319,send message to Robert asking where he wants to meet,0,0,10,52,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,3,3,1,2,0,1,SEND_MESSAGE
320,Some new message on merengue thread?,0,1,6,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,1,GET_MESSAGE
321,play a song by david silveria from 2002 on zvooq,0,0,10,48,0,0,0,0,0,0,0,0,0,4,1,0,0,1,3,0,0,0,1,0,4,0,0,PlayMusic
322,what does the state abbreviation mo stand for,0,0,8,45,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,4,0,0,SEARCH
323,Let Kallies know that the bridge is under construction and she cannot pass,0,0,13,74,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,1,4,1,3,0,0,SEND_MESSAGE
324,can you play a top song from a chyi chin concerto,0,0,11,49,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,0,0,0,1,1,4,0,0,PlayMusic
325,what was my last message? To whom? And what was text?,0,1,11,53,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,2,1,2,0,1,GET_MESSAGE
326,play water under the bridge by hariprasad chaurasia,0,0,8,51,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,4,0,0,PlayMusic
327,how will the weather be in bettles aruba on may the tenth 2026,0,0,13,62,1,0,0,0,0,0,0,0,0,7,0,0,1,1,0,1,0,0,2,0,3,0,0,GetWeather
328,Did Mike text me today?,0,1,5,23,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,3,0,0,GET_MESSAGE
329,play the top-5 songs from paddy reilly on zvooq,0,0,9,47,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,1,3,2,0,0,PlayMusic
330,what island is half greek and half turkish,0,0,8,42,0,0,0,1,0,0,0,0,1,3,0,0,1,0,0,1,0,0,1,4,1,0,0,SEARCH
331,play some techno on lastfm,0,0,5,26,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,1,0,2,0,0,PlayMusic
332,message my sister if she wants to meet for drinks downtown,0,0,11,58,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,3,0,3,0,1,SEND_MESSAGE
333,tell me the weather forecast for mokena,0,0,7,39,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,1,0,3,1,1,GetWeather
334,what is the weather forecast here one minute from now,0,0,10,53,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,4,0,0,1,2,3,0,0,GetWeather
335,send Eli a message that say happy birthday,0,0,8,42,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,1,3,0,1,SEND_MESSAGE
336,i want to hear secrets on parade from tommy walter,0,0,10,50,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,2,0,5,0,0,PlayMusic
337,Tuesday about 3 PM I got a message from accounting relay that to me,0,0,14,67,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,2,0,4,0,1,GET_MESSAGE
338,play noctámbulo pl,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,PlayMusic
339,view chats,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,GET_MESSAGE
340,what grade was arnold from hey arnold in,0,0,8,40,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,0,3,0,0,SEARCH
341,Show messages in the Baking thread,0,0,6,34,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,0,1,GET_MESSAGE
342,message kelsey and see if she wants to go to the party tomorrow,0,0,13,63,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,2,3,0,4,0,2,SEND_MESSAGE
343,i d like to hear the last song fro willa ford,0,0,11,45,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,1,0,0,3,2,3,0,0,PlayMusic
